cut_fraction,month,partial_month,strategy,sizing,training_expected_opportunities_per_month,monthly_budget,budget_utilization,initial_cash,available_cash_end,locked_capital_end,open_positions_end,realized_profit,unrealized_profit_marked_at_cost,total_account_value,account_return,eventual_open_profit_audit_only,deployed,fees,entries,resolved_exits,hit_rate,gross_winnings,gross_losses,profit_factor,dollar_days_locked,annualized_return_on_locked_capital,max_drawdown,skipped
0.6,2024-11,False,market_gated_per_level,availability_target_5000,87.28637566137567,5000.0,0.033551999999999985,5000.0,4929.729999999983,26.730000000000008,35,-43.540000000000006,0.0,4956.459999999983,-0.00870800000000349,10.140000000000006,167.75999999999993,7.47299899982139,110,75,0.38666666666666666,56.949999999999996,-100.49,0.566723057020599,346.57894212962964,-45.85419963009737,0.016552502344211354,"{""category_gate"": 220, ""entry_liquidity_limited"": 129, ""horizon_gate"": 8, ""minimum_order"": 19, ""threshold_exit_insufficient_liquidity"": 23, ""untrained_level"": 1027}"
0.6,2024-11,False,market_price_gated_global,one_dollar_until_exhausted,87.28637566137567,5000.0,0.007494000000000006,5000.0,4982.569999999986,8.669999999999998,38,-8.760000000000002,0.0,4991.239999999986,-0.0017520000000027514,-3.339999999999998,37.47000000000003,1.9804000478528452,110,72,0.3472222222222222,12.469999999999999,-21.229999999999993,0.5873763542157325,122.77993946759263,-26.041713441664825,0.0029040891093676255,"{""category_gate"": 220, ""entry_liquidity_limited"": 103, ""horizon_gate"": 8, ""minimum_order"": 19, ""threshold_exit_insufficient_liquidity"": 10, ""untrained_level"": 1027}"
0.6,2024-11,False,market_price_gated_global,availability_target_5000,87.28637566137567,5000.0,0.033551999999999985,5000.0,4922.559999999984,27.080000000000002,38,-50.360000000000014,0.0,4949.639999999984,-0.01007200000000319,9.090000000000003,167.75999999999993,7.117199514495579,110,72,0.3472222222222222,51.96,-102.32,0.5078186082877248,351.91725335648147,-52.23216487592953,0.018145918211273225,"{""category_gate"": 220, ""entry_liquidity_limited"": 129, ""horizon_gate"": 8, ""minimum_order"": 19, ""threshold_exit_insufficient_liquidity"": 10, ""untrained_level"": 1027}"
0.6,2024-12,False,ungated_per_level,one_dollar_until_exhausted,200.01785714285717,5000.0,0.01915800000000003,5000.0,5019.669999999988,19.90999999999999,88,39.58000000000002,0.0,5039.579999999988,0.007915999999997592,-10.339999999999995,95.79000000000015,6.433701345104723,350,262,0.36259541984732824,81.00000000000001,-41.42,1.9555770159343315,470.02675393518524,30.735909986077402,0.0010504536684153368,"{""entry_liquidity_limited"": 451, ""minimum_order"": 146, ""threshold_exit_insufficient_liquidity"": 44, ""untrained_level"": 1344}"
0.6,2024-12,False,ungated_per_level,availability_target_5000,200.01785714285717,5000.0,0.06416799999999995,5000.0,5627.84999999999,78.22000000000001,88,706.07,0.0,5706.069999999991,0.14121399999999817,-66.86000000000001,320.83999999999975,18.335317729891127,350,262,0.35877862595419846,838.0099999999999,-131.94,6.351447627709564,1609.9204846064822,160.07967627233106,0.009636276811652661,"{""entry_liquidity_limited"": 492, ""minimum_order"": 146, ""threshold_exit_insufficient_liquidity"": 46, ""untrained_level"": 1344}"
0.6,2024-12,False,market_gated_per_level,one_dollar_until_exhausted,87.28637566137567,5000.0,0.009025999999999996,5000.0,5033.129999999994,8.09,33,41.22,0.0,5041.219999999994,0.008243999999998808,-3.169999999999999,45.12999999999998,3.0019008663944904,145,112,0.42857142857142855,58.47,-17.250000000000004,3.389565217391304,206.56086782407414,72.83712621121408,0.0006249251287787045,"{""category_gate"": 297, ""entry_liquidity_limited"": 160, ""horizon_gate"": 19, ""minimum_order"": 35, ""threshold_exit_insufficient_liquidity"": 17, ""untrained_level"": 1344}"
0.6,2024-12,False,market_gated_per_level,availability_target_5000,87.28637566137567,5000.0,0.05099999999999999,5000.0,6646.359999999994,55.789999999999985,33,1702.15,0.0,6702.149999999994,0.3404299999999989,-45.719999999999985,254.99999999999994,16.09453710019515,145,112,0.42857142857142855,1767.9400000000003,-65.78999999999999,26.872473020215846,1029.409746875,603.534940179114,0.0064112324194901225,"{""category_gate"": 297, ""entry_liquidity_limited"": 179, ""horizon_gate"": 19, ""minimum_order"": 35, ""threshold_exit_insufficient_liquidity"": 17, ""untrained_level"": 1344}"
0.6,2024-12,False,market_price_gated_global,one_dollar_until_exhausted,87.28637566137567,5000.0,0.009025999999999996,5000.0,5034.859999999992,8.69,35,43.55000000000001,0.0,5043.549999999992,0.008709999999998441,-3.1899999999999986,45.12999999999998,2.608800567024201,145,110,0.38181818181818183,62.7,-19.150000000000006,3.274151436031331,227.95800671296297,69.73104489378781,0.0008181558766540947,"{""category_gate"": 297, ""entry_liquidity_limited"": 160, ""horizon_gate"": 19, ""minimum_order"": 35, ""threshold_exit_insufficient_liquidity"": 7, ""untrained_level"": 1344}"
0.6,2024-12,False,market_price_gated_global,availability_target_5000,87.28637566137567,5000.0,0.05099999999999999,5000.0,6645.819999999993,56.389999999999986,35,1702.2100000000005,0.0,6702.209999999994,0.3404419999999988,-45.73999999999999,254.99999999999994,15.70163675619291,145,110,0.38181818181818183,1770.9,-68.69000000000001,25.781045275877126,1050.928668171296,591.1977366466991,0.006572207670412869,"{""category_gate"": 297, ""entry_liquidity_limited"": 179, ""horizon_gate"": 19, ""minimum_order"": 35, ""threshold_exit_insufficient_liquidity"": 7, ""untrained_level"": 1344}"
0.6,2025-01,False,ungated_per_level,one_dollar_until_exhausted,200.01785714285717,5000.0,0.01703200000000001,5000.0,4960.519999999973,62.57000000000002,240,23.08999999999999,0.0,5023.089999999973,0.004617999999994682,-8.119999999999985,85.16000000000004,5.750199915473911,345,105,0.42857142857142855,34.94,-11.85,2.9485232067510547,568.3705092592588,14.82809164568333,0.001180322648063424,"{""entry_liquidity_limited"": 409, ""minimum_order"": 108, ""threshold_exit_insufficient_liquidity"": 64, ""untrained_level"": 865}"
0.6,2025-01,False,ungated_per_level,availability_target_5000,200.01785714285717,5000.0,0.03606200000000003,5000.0,4879.499999999972,148.56,241,28.059999999999985,0.0,5028.059999999972,0.005611999999994399,154.79999999999987,180.31000000000014,10.298999377569562,345,104,0.4230769230769231,39.919999999999995,-11.86,3.365935919055649,1456.972318287038,7.029577618908637,0.0009944944785672022,"{""entry_liquidity_limited"": 453, ""minimum_order"": 108, ""threshold_exit_insufficient_liquidity"": 67, ""untrained_level"": 865}"
0.6,2025-01,False,market_gated_per_level,one_dollar_until_exhausted,87.28637566137567,5000.0,0.008879999999999999,5000.0,4986.629999999988,31.819999999999993,113,18.450000000000003,0.0,5018.449999999988,0.0036899999999975286,-13.989999999999982,44.39999999999999,3.003799788688124,165,52,0.3269230769230769,25.220000000000002,-6.77,3.725258493353029,252.22796597222217,26.69906159708572,0.0010591933804396908,"{""category_gate"": 224, ""entry_liquidity_limited"": 184, ""horizon_gate"": 20, ""minimum_order"": 44, ""threshold_exit_insufficient_liquidity"": 37, ""untrained_level"": 865}"
0.6,2025-01,False,market_gated_per_level,availability_target_5000,87.28637566137567,5000.0,0.018172000000000015,5000.0,4946.989999999987,72.61000000000004,114,19.599999999999994,0.0,5019.599999999987,0.003919999999997259,137.04999999999993,90.86000000000007,5.428599374546106,165,51,0.3137254901960784,26.38,-6.779999999999999,3.890855457227139,979.487163425926,7.303822109294056,0.0010610259105315978,"{""category_gate"": 224, ""entry_liquidity_limited"": 209, ""horizon_gate"": 20, ""minimum_order"": 44, ""threshold_exit_insufficient_liquidity"": 38, ""untrained_level"": 865}"
0.6,2025-01,False,market_price_gated_global,one_dollar_until_exhausted,87.28637566137567,5000.0,0.008879999999999999,5000.0,4983.869999999988,33.72,120,17.589999999999996,0.0,5017.589999999988,0.0035179999999976896,-12.479999999999986,44.39999999999999,2.847199826501311,165,45,0.28888888888888886,24.170000000000005,-6.58,3.673252279635259,278.6509984953702,23.040828974839197,0.0010235434916374781,"{""category_gate"": 224, ""entry_liquidity_limited"": 184, ""horizon_gate"": 20, ""minimum_order"": 44, ""threshold_exit_insufficient_liquidity"": 15, ""untrained_level"": 865}"
0.6,2025-01,False,market_price_gated_global,availability_target_5000,87.28637566137567,5000.0,0.018172000000000015,5000.0,4941.639999999987,76.01000000000005,121,17.649999999999995,0.0,5017.649999999987,0.0035299999999973686,142.54999999999995,90.86000000000007,5.171899412359295,165,44,0.2727272727272727,24.240000000000006,-6.59,3.6783004552352057,1020.4947966435185,6.312869032932874,0.0010256042601415089,"{""category_gate"": 224, ""entry_liquidity_limited"": 209, ""horizon_gate"": 20, ""minimum_order"": 44, ""threshold_exit_insufficient_liquidity"": 16, ""untrained_level"": 865}"
0.6,2025-02,False,ungated_per_level,one_dollar_until_exhausted,200.01785714285717,5000.0,0.03531000000000001,5000.0,5042.999999999951,50.070000000000014,177,93.06999999999992,0.0,5093.069999999951,0.01861399999999014,9.370000000000019,176.55000000000004,12.456000058616672,573,396,0.3409090909090909,181.76,-88.69,2.049385500056376,990.8088400462966,34.28567512418708,0.002932876316529131,"{""entry_liquidity_limited"": 760, ""minimum_order"": 281, ""threshold_exit_insufficient_liquidity"": 87, ""untrained_level"": 1804}"
0.6,2025-02,False,ungated_per_level,availability_target_5000,200.01785714285717,5000.0,0.12858599999999973,5000.0,4799.939999999948,272.54999999999967,177,72.48999999999997,0.0,5072.489999999947,0.014497999999989464,290.4300000000002,642.9299999999987,34.54220334838103,573,396,0.3383838383838384,331.53000000000003,-259.04,1.2798409512044473,5198.0132744213015,5.090185154047278,0.015604003729786294,"{""entry_liquidity_limited"": 841, ""minimum_order"": 281, ""threshold_exit_insufficient_liquidity"": 89, ""untrained_level"": 1804}"
0.6,2025-02,False,market_gated_per_level,one_dollar_until_exhausted,87.28637566137567,5000.0,0.01410400000000001,5000.0,5004.889999999978,19.119999999999994,89,24.009999999999994,0.0,5024.0099999999775,0.004801999999995532,-12.199999999999996,70.52000000000005,5.5659994373567425,261,172,0.42441860465116277,58.90999999999999,-34.9,1.687965616045845,298.54718576388905,29.354321252690937,0.0014275218221169172,"{""category_gate"": 469, ""entry_liquidity_limited"": 331, ""horizon_gate"": 21, ""minimum_order"": 103, ""threshold_exit_insufficient_liquidity"": 37, ""untrained_level"": 1804}"
0.6,2025-02,False,market_gated_per_level,availability_target_5000,87.28637566137567,5000.0,0.049108,5000.0,4949.799999999977,112.7800000000001,89,62.579999999999984,0.0,5062.579999999977,0.01251599999999553,-102.4500000000001,245.54,12.969600673611449,261,172,0.42441860465116277,125.98999999999998,-63.41,1.9869105819271407,2093.10101597222,10.91285123159252,0.004827243380507828,"{""category_gate"": 469, ""entry_liquidity_limited"": 364, ""horizon_gate"": 21, ""minimum_order"": 103, ""threshold_exit_insufficient_liquidity"": 37, ""untrained_level"": 1804}"
0.6,2025-02,False,market_price_gated_global,one_dollar_until_exhausted,87.28637566137567,5000.0,0.01410400000000001,5000.0,5005.729999999978,18.929999999999996,91,24.660000000000004,0.0,5024.659999999978,0.0049319999999954955,-13.999999999999995,70.52000000000005,5.050799719724809,261,170,0.4176470588235294,62.09,-37.43,1.6588298156558912,309.0114731481484,29.1280446913527,0.0013364210643895312,"{""category_gate"": 469, ""entry_liquidity_limited"": 331, ""horizon_gate"": 21, ""minimum_order"": 103, ""threshold_exit_insufficient_liquidity"": 25, ""untrained_level"": 1804}"
0.6,2025-02,False,market_price_gated_global,availability_target_5000,87.28637566137567,5000.0,0.049108,5000.0,4960.399999999977,112.59000000000009,91,72.98999999999997,0.0,5072.989999999977,0.014597999999995448,-107.66000000000011,245.54,11.972601256088895,261,170,0.4176470588235294,140.35000000000002,-67.36,2.0835807600950123,2105.669087615738,12.652201695265493,0.004732059353145918,"{""category_gate"": 469, ""entry_liquidity_limited"": 364, ""horizon_gate"": 21, ""minimum_order"": 103, ""threshold_exit_insufficient_liquidity"": 25, ""untrained_level"": 1804}"
0.6,2025-03,False,ungated_per_level,one_dollar_until_exhausted,200.01785714285717,5000.0,0.016600000000000007,5000.0,4998.219999999975,16.229999999999997,84,14.450000000000008,0.0,5014.449999999974,0.002889999999994952,1.3500000000000014,83.00000000000004,5.1551003549240555,243,159,0.37735849056603776,53.769999999999996,-39.32,1.367497456765005,347.38866527777753,15.182562147739127,0.002184419137662633,"{""entry_liquidity_limited"": 256, ""minimum_order"": 58, ""threshold_exit_insufficient_liquidity"": 48, ""untrained_level"": 812}"
0.6,2025-03,False,ungated_per_level,availability_target_5000,200.01785714285717,5000.0,0.03827000000000002,5000.0,4944.429999999973,29.599999999999998,84,-25.969999999999995,0.0,4974.029999999973,-0.005194000000005361,-13.739999999999998,191.35000000000008,9.825600740152584,243,159,0.3710691823899371,83.94,-109.91000000000001,0.7637157674460922,742.718520717593,-12.762641210079986,0.007432516109444745,"{""entry_liquidity_limited"": 300, ""minimum_order"": 58, ""threshold_exit_insufficient_liquidity"": 50, ""untrained_level"": 812}"
0.6,2025-03,False,market_gated_per_level,one_dollar_until_exhausted,87.28637566137567,5000.0,0.008166000000000003,5000.0,4994.56999999999,6.489999999999999,24,1.0600000000000005,0.0,5001.0599999999895,0.00021199999999788055,6.45,40.83000000000002,2.572600295694918,95,71,0.39436619718309857,22.2,-21.14,1.0501419110690633,154.39542708333337,2.505903233721908,0.0015298704203748122,"{""category_gate"": 182, ""entry_liquidity_limited"": 83, ""horizon_gate"": 12, ""minimum_order"": 12, ""threshold_exit_insufficient_liquidity"": 20, ""untrained_level"": 812}"
0.6,2025-03,False,market_gated_per_level,availability_target_5000,87.28637566137567,5000.0,0.02555799999999998,5000.0,4925.619999999991,19.360000000000003,24,-55.02000000000003,0.0,4944.9799999999905,-0.011004000000001901,-8.139999999999997,127.78999999999989,6.253399633232499,95,71,0.39436619718309857,32.239999999999995,-87.25999999999999,0.3694705477882191,421.94292523148147,-47.59482574327485,0.01327200000000048,"{""category_gate"": 182, ""entry_liquidity_limited"": 106, ""horizon_gate"": 12, ""minimum_order"": 12, ""threshold_exit_insufficient_liquidity"": 21, ""untrained_level"": 812}"
0.6,2025-03,False,market_price_gated_global,one_dollar_until_exhausted,87.28637566137567,5000.0,0.008166000000000003,5000.0,4988.48999999999,6.97,27,-4.540000000000002,0.0,4995.45999999999,-0.0009080000000020183,2.9999999999999996,40.83000000000002,2.2264000449500987,95,68,0.29411764705882354,19.209999999999997,-23.75,0.8088421052631578,170.47904664351856,-9.72025614071559,0.0020521899684477385,"{""category_gate"": 182, ""entry_liquidity_limited"": 83, ""horizon_gate"": 12, ""minimum_order"": 12, ""threshold_exit_insufficient_liquidity"": 12, ""untrained_level"": 812}"
0.6,2025-03,False,market_price_gated_global,availability_target_5000,87.28637566137567,5000.0,0.02555799999999998,5000.0,4919.19999999999,19.840000000000003,27,-60.960000000000036,0.0,4939.03999999999,-0.012192000000001979,-9.869999999999997,127.78999999999989,5.887299345008282,95,68,0.29411764705882354,29.130000000000003,-90.09,0.3233433233433234,438.3977604166667,-50.75390891334059,0.013124000000000524,"{""category_gate"": 182, ""entry_liquidity_limited"": 106, ""horizon_gate"": 12, ""minimum_order"": 12, ""threshold_exit_insufficient_liquidity"": 12, ""untrained_level"": 812}"
0.6,2025-04,False,ungated_per_level,one_dollar_until_exhausted,200.01785714285717,5000.0,0.008600000000000003,5000.0,4962.209999999978,41.460000000000015,179,3.670000000000001,0.0,5003.669999999978,0.0007339999999955715,-14.839999999999984,43.00000000000002,2.6241999977238484,191,12,1.0,3.67,0.0,,397.8388828703705,3.3670665630651078,0.0,"{""entry_liquidity_limited"": 267, ""minimum_order"": 92, ""threshold_exit_insufficient_liquidity"": 29, ""untrained_level"": 366}"
0.6,2025-04,False,ungated_per_level,availability_target_5000,200.01785714285717,5000.0,0.030248,5000.0,4853.969999999979,149.70000000000005,179,3.670000000000001,0.0,5003.669999999979,0.0007339999999957936,-89.27,151.24,7.103099750230453,191,12,1.0,3.67,0.0,,1492.7191809027781,0.8973891520505932,0.0,"{""entry_liquidity_limited"": 280, ""minimum_order"": 92, ""threshold_exit_insufficient_liquidity"": 30, ""untrained_level"": 366}"
0.6,2025-04,False,market_gated_per_level,one_dollar_until_exhausted,87.28637566137567,5000.0,0.00409,5000.0,4981.029999999991,19.9,65,0.93,0.0,5000.92999999999,0.00018599999999802108,-6.659999999999993,20.45,1.1716999796792866,69,4,1.0,0.93,0.0,,207.3403559027777,1.6371631973042853,0.0,"{""category_gate"": 151, ""entry_liquidity_limited"": 74, ""horizon_gate"": 49, ""minimum_order"": 14, ""threshold_exit_insufficient_liquidity"": 14, ""untrained_level"": 366}"
